,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
15,20230228,1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,ETF・ETN,-,-,-,-,-,-
16,20230228,1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
17,20230228,1330,上場インデックスファンド２２５,ETF・ETN,-,-,-,-,-,-
18,20230228,1332,ニッスイ,プライム（内国株式）,50,水産・農林業,1,食品 ,4,TOPIX Mid400
19,20230228,1333,マルハニチロ,プライム（内国株式）,50,水産・農林業,1,食品 ,4,TOPIX Mid400
20,20230228,1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
21,20230228,1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF・ETN,-,-,-,-,-,-
22,20230228,1346,ＭＡＸＩＳ　日経２２５上場投信,ETF・ETN,-,-,-,-,-,-
23,20230228,1348,ＭＡＸＩＳ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-
24,20230228,1349,ＡＢＦ汎アジア債券インデックス・ファンド,ETF・ETN,-,-,-,-,-,-
25,20230228,1356,ＴＯＰＩＸベア２倍上場投信,ETF・ETN,-,-,-,-,-,-
26,20230228,1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
27,20230228,1358,上場インデックスファンド日経レバレッジ指数,ETF・ETN,-,-,-,-,-,-
28,20230228,1360,日経平均ベア２倍上場投信,ETF・ETN,-,-,-,-,-,-
29,20230228,1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
30,20230228,1365,ダイワ上場投信－日経平均レバレッジ・インデックス,ETF・ETN,-,-,-,-,-,-
31,20230228,1366,ダイワ上場投信－日経平均ダブルインバース・インデックス,ETF・ETN,-,-,-,-,-,-
32,20230228,1367,ダイワ上場投信－ＴＯＰＩＸレバレッジ（２倍）指数,ETF・ETN,-,-,-,-,-,-
33,20230228,1368,ダイワ上場投信－ＴＯＰＩＸダブルインバース（－２倍）指数,ETF・ETN,-,-,-,-,-,-
34,20230228,1369,Ｏｎｅ　ＥＴＦ　日経２２５,ETF・ETN,-,-,-,-,-,-
35,20230228,1375,雪国まいたけ,プライム（内国株式）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
36,20230228,1376,カネコ種苗,スタンダード（内国株式）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
37,20230228,1377,サカタのタネ,プライム（内国株式）,50,水産・農林業,1,食品 ,6,TOPIX Small 1
38,20230228,1379,ホクト,プライム（内国株式）,50,水産・農林業,1,食品 ,6,TOPIX Small 1
39,20230228,1380,秋川牧園,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
40,20230228,1381,アクシーズ,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
41,20230228,1382,ホーブ,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
42,20230228,1383,ベルグアース,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
43,20230228,1384,ホクリヨウ,スタンダード（内国株式）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
44,20230228,1385,ＵＢＳ　ＥＴＦ　ユーロ圏大型株５０（ユーロ・ストックス５０）,ETF・ETN,-,-,-,-,-,-
45,20230228,1386,ＵＢＳ　ＥＴＦ　欧州株（ＭＳＣＩヨーロッパ）,ETF・ETN,-,-,-,-,-,-
46,20230228,1387,ＵＢＳ　ＥＴＦ　ユーロ圏株（ＭＳＣＩ　ＥＭＵ）,ETF・ETN,-,-,-,-,-,-
47,20230228,1388,ＵＢＳ　ＥＴＦ　ユーロ圏小型株（ＭＳＣＩ　ＥＭＵ小型株）,ETF・ETN,-,-,-,-,-,-
48,20230228,1389,ＵＢＳ　ＥＴＦ　英国大型株１００（ＦＴＳＥ　１００）,ETF・ETN,-,-,-,-,-,-
49,20230228,1390,ＵＢＳ　ＥＴＦ　ＭＳＣＩアジア太平洋株（除く日本）,ETF・ETN,-,-,-,-,-,-
50,20230228,1391,ＵＢＳ　ＥＴＦ　スイス株（ＭＳＣＩスイス２０／３５）,ETF・ETN,-,-,-,-,-,-
51,20230228,1392,ＵＢＳ　ＥＴＦ　英国株（ＭＳＣＩ英国）,ETF・ETN,-,-,-,-,-,-
52,20230228,1393,ＵＢＳ　ＥＴＦ　米国株（ＭＳＣＩ米国）,ETF・ETN,-,-,-,-,-,-
53,20230228,1394,ＵＢＳ　ＥＴＦ　先進国株（ＭＳＣＩワールド）,ETF・ETN,-,-,-,-,-,-
54,20230228,1397,ＳＭＤＡＭ　日経２２５上場投信,ETF・ETN,-,-,-,-,-,-
55,20230228,1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,ETF・ETN,-,-,-,-,-,-
56,20230228,1399,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,ETF・ETN,-,-,-,-,-,-
57,20230228,1400,ルーデン・ホールディングス,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
58,20230228,1401,エムビーエス,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
59,20230228,1407,ウエストホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
60,20230228,1414,ショーボンドホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
61,20230228,1417,ミライト・ワン,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
62,20230228,1418,インターライフホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
63,20230228,1419,タマホーム,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
64,20230228,1420,サンヨーホームズ,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
65,20230228,1429,日本アクア,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
66,20230228,1430,ファーストコーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
67,20230228,1431,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
68,20230228,1432,動力,PRO Market,2050,建設業,3,建設・資材 ,-,-
69,20230228,1433,ベステラ,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
70,20230228,1434,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
71,20230228,1435,Ｒｏｂｏｔ　Ｈｏｍｅ,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
72,20230228,1436,フィット,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
73,20230228,1438,岐阜造園,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
74,20230228,1439,安江工務店,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
75,20230228,1440,やまぜんホームズ,PRO Market,2050,建設業,3,建設・資材 ,-,-
76,20230228,1443,技研ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
77,20230228,1444,ニッソウ,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
78,20230228,1445,ひかりホールディングス,PRO Market,2050,建設業,3,建設・資材 ,-,-
79,20230228,1446,キャンディル,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
80,20230228,1447,ＩＴｂｏｏｋホールディングス,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
81,20230228,1450,田中建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
82,20230228,1451,ＫＨＣ,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
83,20230228,1452,横浜ライト工業,PRO Market,2050,建設業,3,建設・資材 ,-,-
84,20230228,1456,ダイワ上場投信－日経平均インバース・インデックス,ETF・ETN,-,-,-,-,-,-
85,20230228,1457,ダイワ上場投信－ＴＯＰＩＸインバース（－１倍）指数,ETF・ETN,-,-,-,-,-,-
86,20230228,1458,楽天ＥＴＦ‐日経レバレッジ指数連動型,ETF・ETN,-,-,-,-,-,-
87,20230228,1459,楽天ＥＴＦ‐日経ダブルインバース指数連動型,ETF・ETN,-,-,-,-,-,-
88,20230228,1464,ダイワ上場投信－ＪＰＸ日経４００レバレッジ・インデックス,ETF・ETN,-,-,-,-,-,-
89,20230228,1465,ダイワ上場投信－ＪＰＸ日経４００インバース・インデックス,ETF・ETN,-,-,-,-,-,-
90,20230228,1466,ダイワ上場投信－ＪＰＸ日経４００ダブルインバース・インデックス,ETF・ETN,-,-,-,-,-,-
91,20230228,1467,ＪＰＸ日経４００ブル２倍上場投信（レバレッジ）,ETF・ETN,-,-,-,-,-,-
92,20230228,1468,ＪＰＸ日経４００ベア上場投信（インバース）,ETF・ETN,-,-,-,-,-,-
93,20230228,1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,ETF・ETN,-,-,-,-,-,-
94,20230228,1472,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
95,20230228,1473,Ｏｎｅ　ＥＴＦ　トピックス,ETF・ETN,-,-,-,-,-,-
96,20230228,1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
97,20230228,1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
98,20230228,1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
99,20230228,1477,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
100,20230228,1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
101,20230228,1479,ダイワ上場投信－ＭＳＣＩ日本株人材設備投資指数,ETF・ETN,-,-,-,-,-,-
102,20230228,1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
103,20230228,1481,上場インデックスファンド日本経済貢献株,ETF・ETN,-,-,-,-,-,-
104,20230228,1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
105,20230228,1483,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
106,20230228,1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,ETF・ETN,-,-,-,-,-,-
107,20230228,1485,ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,ETF・ETN,-,-,-,-,-,-
108,20230228,1486,上場インデックスファンド米国債券（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
109,20230228,1487,上場インデックスファンド米国債券（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
110,20230228,1488,ダイワ上場投信－東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
111,20230228,1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
112,20230228,1490,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,ETF・ETN,-,-,-,-,-,-
113,20230228,1491,中外鉱業,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
114,20230228,1492,ＭＡＸＩＳ　ＪＰＸ　日経中小型株指数上場投信,ETF・ETN,-,-,-,-,-,-
115,20230228,1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,ETF・ETN,-,-,-,-,-,-
116,20230228,1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF・ETN,-,-,-,-,-,-
117,20230228,1495,上場インデックスファンドアジアリート,ETF・ETN,-,-,-,-,-,-
118,20230228,1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
119,20230228,1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
120,20230228,1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF・ETN,-,-,-,-,-,-
121,20230228,1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,ETF・ETN,-,-,-,-,-,-
122,20230228,1514,住石ホールディングス,スタンダード（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2
123,20230228,1515,日鉄鉱業,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1
124,20230228,1518,三井松島ホールディングス,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1
125,20230228,1540,純金上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
126,20230228,1541,純プラチナ上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
127,20230228,1542,純銀上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
128,20230228,1543,純パラジウム上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
129,20230228,1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
130,20230228,1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
131,20230228,1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF・ETN,-,-,-,-,-,-
132,20230228,1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,ETF・ETN,-,-,-,-,-,-
133,20230228,1551,東証スタンダードＴＯＰ２０ＥＴＦ,ETF・ETN,-,-,-,-,-,-
134,20230228,1552,国際のＥＴＦ　ＶＩＸ短期先物指数,ETF・ETN,-,-,-,-,-,-
135,20230228,1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,ETF・ETN,-,-,-,-,-,-
136,20230228,1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ‐ＲＥＩＴ）,ETF・ETN,-,-,-,-,-,-
137,20230228,1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
138,20230228,1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
139,20230228,1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,ETF・ETN,-,-,-,-,-,-
140,20230228,1563,東証グロース・コアＥＴＦ,ETF・ETN,-,-,-,-,-,-
141,20230228,1566,上場インデックスファンド新興国債券,ETF・ETN,-,-,-,-,-,-
142,20230228,1568,ＴＯＰＩＸブル２倍上場投信,ETF・ETN,-,-,-,-,-,-
143,20230228,1569,ＴＯＰＩＸベア上場投信,ETF・ETN,-,-,-,-,-,-
144,20230228,1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
145,20230228,1571,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
146,20230228,1572,中国Ｈ株ブル２倍上場投信,ETF・ETN,-,-,-,-,-,-
147,20230228,1573,中国Ｈ株ベア上場投信,ETF・ETN,-,-,-,-,-,-
148,20230228,1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,ETF・ETN,-,-,-,-,-,-
149,20230228,1578,上場インデックスファンド日経２２５（ミニ）,ETF・ETN,-,-,-,-,-,-
150,20230228,1579,日経平均ブル２倍上場投信,ETF・ETN,-,-,-,-,-,-
151,20230228,1580,日経平均ベア上場投信,ETF・ETN,-,-,-,-,-,-
152,20230228,1584,サムスンＫＯＤＥＸサムスングループ株証券上場指数投資信託［株式］,ETF・ETN,-,-,-,-,-,-
153,20230228,1585,ダイワ上場投信・ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-
154,20230228,1586,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-
155,20230228,1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,ETF・ETN,-,-,-,-,-,-
156,20230228,1592,上場インデックスファンドＪＰＸ日経インデックス４００,ETF・ETN,-,-,-,-,-,-
157,20230228,1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,ETF・ETN,-,-,-,-,-,-
158,20230228,1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
159,20230228,1596,ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-
160,20230228,1597,ＭＡＸＩＳ　Ｊリート上場投信,ETF・ETN,-,-,-,-,-,-
161,20230228,1599,ダイワ上場投信－ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
162,20230228,1605,ＩＮＰＥＸ,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,4,TOPIX Mid400
163,20230228,1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
164,20230228,1617,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
165,20230228,1618,ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
166,20230228,1619,ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
167,20230228,1620,ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
168,20230228,1621,ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
169,20230228,1622,ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
170,20230228,1623,ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
171,20230228,1624,ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
172,20230228,1625,ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
173,20230228,1626,ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
174,20230228,1627,ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
175,20230228,1628,ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
176,20230228,1629,ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
177,20230228,1630,ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
178,20230228,1631,ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
179,20230228,1632,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
180,20230228,1633,ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
181,20230228,1651,ダイワ上場投信－ＴＯＰＩＸ高配当４０指数,ETF・ETN,-,-,-,-,-,-
182,20230228,1652,ダイワ上場投信－ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,ETF・ETN,-,-,-,-,-,-
183,20230228,1653,ダイワ上場投信－ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,ETF・ETN,-,-,-,-,-,-
184,20230228,1654,ダイワ上場投信－ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,ETF・ETN,-,-,-,-,-,-
185,20230228,1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
186,20230228,1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
187,20230228,1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
188,20230228,1658,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
189,20230228,1659,ｉシェアーズ　米国リート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
190,20230228,1660,ＭＡＸＩＳ高利回りＪリート上場投信,ETF・ETN,-,-,-,-,-,-
191,20230228,1662,石油資源開発,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1
192,20230228,1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2
193,20230228,1671,ＷＴＩ原油価格連動型上場投信,ETF・ETN,-,-,-,-,-,-
194,20230228,1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,ETF・ETN,-,-,-,-,-,-
195,20230228,1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,ETF・ETN,-,-,-,-,-,-
196,20230228,1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,ETF・ETN,-,-,-,-,-,-
197,20230228,1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,ETF・ETN,-,-,-,-,-,-
198,20230228,1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,ETF・ETN,-,-,-,-,-,-
199,20230228,1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,ETF・ETN,-,-,-,-,-,-
200,20230228,1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０連動型上場投信,ETF・ETN,-,-,-,-,-,-
201,20230228,1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹダウ・ジョーンズ・インデックス上場投信,ETF・ETN,-,-,-,-,-,-
202,20230228,1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,ETF・ETN,-,-,-,-,-,-
203,20230228,1681,上場インデックスファンド海外新興国株式（ＭＳＣＩエマージング）,ETF・ETN,-,-,-,-,-,-
204,20230228,1682,ＮＥＸＴ　ＦＵＮＤＳ　日経・ＪＰＸ白金指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
205,20230228,1684,ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,ETF・ETN,-,-,-,-,-,-
206,20230228,1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,ETF・ETN,-,-,-,-,-,-
207,20230228,1686,ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,ETF・ETN,-,-,-,-,-,-
208,20230228,1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,ETF・ETN,-,-,-,-,-,-
209,20230228,1688,ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,ETF・ETN,-,-,-,-,-,-
210,20230228,1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,ETF・ETN,-,-,-,-,-,-
211,20230228,1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,ETF・ETN,-,-,-,-,-,-
212,20230228,1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,ETF・ETN,-,-,-,-,-,-
213,20230228,1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,ETF・ETN,-,-,-,-,-,-
214,20230228,1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,ETF・ETN,-,-,-,-,-,-
215,20230228,1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,ETF・ETN,-,-,-,-,-,-
216,20230228,1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,ETF・ETN,-,-,-,-,-,-
217,20230228,1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,ETF・ETN,-,-,-,-,-,-
218,20230228,1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,ETF・ETN,-,-,-,-,-,-
219,20230228,1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,ETF・ETN,-,-,-,-,-,-
